Dataset,Chart,Columns
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs hydro_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs hydro_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs low_carbon_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs low_carbon_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs net_elec_imports
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs net_elec_imports
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs net_elec_imports_share_demand
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs net_elec_imports_share_demand
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs nuclear_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs nuclear_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_prod_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_prod_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_prod_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_prod_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_prod_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_prod_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_production
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_production
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs oil_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs oil_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewable_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewable_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewable_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewable_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewable_exc_biofuel_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_elec_per_capita_exc_biofuel
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_share_elec_exc_biofuel
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs other_renewables_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs other_renewables_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs per_capita_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs per_capita_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs primary_energy_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs primary_energy_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs renewables_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs renewables_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs solar_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs solar_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_consumption
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_change_twh vs wind_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_change_twh vs wind_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs coal_production
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs coal_production
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs coal_share_elec
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs coal_share_elec
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs coal_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs coal_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs electricity_demand
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs electricity_demand
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs electricity_generation
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs electricity_generation
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs electricity_share_energy
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs electricity_share_energy
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs energy_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs energy_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs energy_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs energy_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs energy_per_gdp
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs energy_per_gdp
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs fossil_cons_change_pct
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs fossil_cons_change_pct
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs fossil_cons_change_twh
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs fossil_cons_change_twh
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs fossil_elec_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs fossil_elec_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs fossil_electricity
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs fossil_electricity
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs fossil_energy_per_capita
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs fossil_energy_per_capita
World Energy Consumption.csv,Scatter Plot,coal_prod_per_capita vs fossil_fuel_consumption
World Energy Consumption.csv,Bubble Chart,coal_prod_per_capita vs fossil_fuel_consumption
